transaction_id,user_id,amount,channel,timestamp
343,596,889.43,online,2019-01-01 05:42:00
344,202,940.44,online,2019-01-01 05:43:00
345,793,191.74,mobile,2019-01-01 05:44:00
346,1000,352.34,mobile,2019-01-01 05:45:00
347,692,968.84,online,2019-01-01 05:46:00
348,817,678.94,online,2019-01-01 05:47:00
349,67,802.76,in-store,2019-01-01 05:48:00
350,896,138.88,in-store,2019-01-01 05:49:00
351,105,947.51,in-store,2019-01-01 05:50:00
352,559,342.98,mobile,2019-01-01 05:51:00
353,69,91.68,online,2019-01-01 05:52:00
354,62,299.36,b2b,2019-01-01 05:53:00
355,693,781.81,mobile,2019-01-01 05:54:00
356,450,775.31,online,2019-01-01 05:55:00
357,196,826.52,mobile,2019-01-01 05:56:00
358,452,215.17,b2b,2019-01-01 05:57:00
359,611,284.6,in-store,2019-01-01 05:58:00
360,281,298.72,online,2019-01-01 05:59:00
361,979,723.85,online,2019-01-01 06:00:00
362,480,914.49,online,2019-01-01 06:01:00
363,782,557.39,online,2019-01-01 06:02:00
364,673,773.02,online,2019-01-01 06:03:00
365,913,84.74,in-store,2019-01-01 06:04:00
366,326,75.51,in-store,2019-01-01 06:05:00
367,771,750.76,in-store,2019-01-01 06:06:00
368,920,861.49,in-store,2019-01-01 06:07:00
369,257,901.43,online,2019-01-01 06:08:00
370,780,319.09,online,2019-01-01 06:09:00
371,249,304.68,mobile,2019-01-01 06:10:00
372,453,48.9,in-store,2019-01-01 06:11:00
373,920,919.27,mobile,2019-01-01 06:12:00
374,382,746.05,online,2019-01-01 06:13:00
375,3,393.27,mobile,2019-01-01 06:14:00
376,970,370.84,in-store,2019-01-01 06:15:00
377,369,452.23,online,2019-01-01 06:16:00
378,627,312.6,in-store,2019-01-01 06:17:00
379,357,108.58,online,2019-01-01 06:18:00
380,416,741.97,mobile,2019-01-01 06:19:00
381,538,612.62,in-store,2019-01-01 06:20:00
382,559,153.33,mobile,2019-01-01 06:21:00
383,703,143.12,online,2019-01-01 06:22:00
384,545,861.43,mobile,2019-01-01 06:23:00
385,303,750.89,online,2019-01-01 06:24:00
386,83,388.11,in-store,2019-01-01 06:25:00
387,338,505.7,online,2019-01-01 06:26:00
388,569,145.66,mobile,2019-01-01 06:27:00
389,483,223.48,in-store,2019-01-01 06:28:00
390,796,431.2,mobile,2019-01-01 06:29:00
391,856,826.67,online,2019-01-01 06:30:00
392,417,204.01,online,2019-01-01 06:31:00
393,194,994.21,online,2019-01-01 06:32:00
394,8,90.22,in-store,2019-01-01 06:33:00
395,391,648.96,b2b,2019-01-01 06:34:00
396,347,90.17,online,2019-01-01 06:35:00
397,631,478.34,b2b,2019-01-01 06:36:00
398,357,335.15,mobile,2019-01-01 06:37:00
399,693,76.78,in-store,2019-01-01 06:38:00
400,778,490.2,online,2019-01-01 06:39:00
401,579,898.18,online,2019-01-01 06:40:00
402,300,124.91,online,2019-01-01 06:41:00
403,317,831.53,online,2019-01-01 06:42:00
404,619,817.6,online,2019-01-01 06:43:00
405,977,415.85,in-store,2019-01-01 06:44:00
406,524,765.31,mobile,2019-01-01 06:45:00
407,677,6.51,in-store,2019-01-01 06:46:00
408,460,472.6,in-store,2019-01-01 06:47:00
409,395,210.15,b2b,2019-01-01 06:48:00
410,44,762.26,mobile,2019-01-01 06:49:00
411,864,32.22,in-store,2019-01-01 06:50:00
412,743,567.97,online,2019-01-01 06:51:00
413,62,983.13,online,2019-01-01 06:52:00
414,921,60.78,online,2019-01-01 06:53:00
415,340,218.61,in-store,2019-01-01 06:54:00
416,851,572.52,online,2019-01-01 06:55:00
417,955,958.41,online,2019-01-01 06:56:00
418,671,413.46,online,2019-01-01 06:57:00
419,496,503.16,b2b,2019-01-01 06:58:00
420,520,854.96,in-store,2019-01-01 06:59:00
421,22,991.4,b2b,2019-01-01 07:00:00
422,304,417.93,b2b,2019-01-01 07:01:00
423,803,615.84,online,2019-01-01 07:02:00
424,894,461.6,in-store,2019-01-01 07:03:00
425,156,523.25,online,2019-01-01 07:04:00
426,147,60.28,b2b,2019-01-01 07:05:00
427,849,424.44,online,2019-01-01 07:06:00
428,486,2.2,online,2019-01-01 07:07:00
429,755,958.4,mobile,2019-01-01 07:08:00
430,881,197.68,online,2019-01-01 07:09:00
431,403,562.82,in-store,2019-01-01 07:10:00
432,342,798.27,in-store,2019-01-01 07:11:00
433,797,620.66,mobile,2019-01-01 07:12:00
434,983,959.73,mobile,2019-01-01 07:13:00
435,320,64.24,online,2019-01-01 07:14:00
436,429,188.58,b2b,2019-01-01 07:15:00
437,85,193.51,mobile,2019-01-01 07:16:00
438,155,843.94,online,2019-01-01 07:17:00
439,66,849.02,in-store,2019-01-01 07:18:00
440,904,182.28,online,2019-01-01 07:19:00
441,563,710.38,b2b,2019-01-01 07:20:00
442,494,314.23,online,2019-01-01 07:21:00
443,233,319.69,mobile,2019-01-01 07:22:00
444,328,540.95,mobile,2019-01-01 07:23:00
445,802,616.47,b2b,2019-01-01 07:24:00
446,289,942.14,mobile,2019-01-01 07:25:00
447,987,226.77,online,2019-01-01 07:26:00
448,740,152.4,online,2019-01-01 07:27:00
449,673,361.71,online,2019-01-01 07:28:00
450,948,262.25,mobile,2019-01-01 07:29:00
451,408,961.73,mobile,2019-01-01 07:30:00
452,601,118.06,online,2019-01-01 07:31:00
453,977,155.02,mobile,2019-01-01 07:32:00
454,73,383.41,in-store,2019-01-01 07:33:00
455,556,337.32,b2b,2019-01-01 07:34:00
456,312,999.19,in-store,2019-01-01 07:35:00
457,756,33.23,mobile,2019-01-01 07:36:00
458,982,407.59,in-store,2019-01-01 07:37:00
459,675,901.31,mobile,2019-01-01 07:38:00
460,667,525.58,b2b,2019-01-01 07:39:00
461,706,744.33,online,2019-01-01 07:40:00
462,484,793.58,in-store,2019-01-01 07:41:00
463,185,93.83,in-store,2019-01-01 07:42:00
464,843,141.53,online,2019-01-01 07:43:00
465,687,982.07,online,2019-01-01 07:44:00
466,409,905.87,online,2019-01-01 07:45:00
467,142,367.14,in-store,2019-01-01 07:46:00
468,891,583.26,in-store,2019-01-01 07:47:00
469,101,593.44,online,2019-01-01 07:48:00
470,258,781.57,in-store,2019-01-01 07:49:00
471,37,939.03,in-store,2019-01-01 07:50:00
472,599,46.71,in-store,2019-01-01 07:51:00
473,68,236.12,mobile,2019-01-01 07:52:00
474,878,666.71,mobile,2019-01-01 07:53:00
475,332,878.21,online,2019-01-01 07:54:00
476,642,29.84,mobile,2019-01-01 07:55:00
477,563,939.26,online,2019-01-01 07:56:00
478,513,198.45,online,2019-01-01 07:57:00
479,288,393.86,online,2019-01-01 07:58:00
480,507,113.9,mobile,2019-01-01 07:59:00
481,769,217.0,mobile,2019-01-01 08:00:00
482,496,92.76,online,2019-01-01 08:01:00
483,618,826.35,in-store,2019-01-01 08:02:00
484,254,269.96,online,2019-01-01 08:03:00
485,820,388.61,b2b,2019-01-01 08:04:00
486,937,506.4,in-store,2019-01-01 08:05:00
487,738,164.84,b2b,2019-01-01 08:06:00
488,5,86.25,mobile,2019-01-01 08:07:00
489,27,7.52,in-store,2019-01-01 08:08:00
490,681,600.98,mobile,2019-01-01 08:09:00
491,17,224.51,online,2019-01-01 08:10:00
492,609,167.07,mobile,2019-01-01 08:11:00
493,769,205.91,online,2019-01-01 08:12:00
494,345,930.35,online,2019-01-01 08:13:00
495,268,731.14,online,2019-01-01 08:14:00
496,563,251.18,in-store,2019-01-01 08:15:00
497,298,399.51,online,2019-01-01 08:16:00
498,378,991.87,online,2019-01-01 08:17:00
499,88,673.85,online,2019-01-01 08:18:00
500,643,932.44,online,2019-01-01 08:19:00
501,311,191.01,in-store,2019-01-01 08:20:00
502,404,498.53,online,2019-01-01 08:21:00
503,862,842.41,online,2019-01-01 08:22:00
504,763,11.7,online,2019-01-01 08:23:00
505,528,466.67,online,2019-01-01 08:24:00
506,87,547.52,mobile,2019-01-01 08:25:00
507,107,181.71,online,2019-01-01 08:26:00
508,312,798.54,in-store,2019-01-01 08:27:00
509,305,618.5,online,2019-01-01 08:28:00
510,830,793.16,mobile,2019-01-01 08:29:00
511,763,846.57,online,2019-01-01 08:30:00
512,147,800.87,in-store,2019-01-01 08:31:00
513,678,430.08,b2b,2019-01-01 08:32:00
514,475,759.17,online,2019-01-01 08:33:00
515,68,304.5,online,2019-01-01 08:34:00
516,241,180.76,in-store,2019-01-01 08:35:00
517,485,358.66,in-store,2019-01-01 08:36:00
518,108,830.55,online,2019-01-01 08:37:00
519,303,647.05,mobile,2019-01-01 08:38:00
520,371,644.66,mobile,2019-01-01 08:39:00
521,964,635.65,in-store,2019-01-01 08:40:00
522,756,197.54,in-store,2019-01-01 08:41:00
523,253,841.53,online,2019-01-01 08:42:00
524,567,448.37,online,2019-01-01 08:43:00
525,719,621.64,in-store,2019-01-01 08:44:00
526,110,250.68,online,2019-01-01 08:45:00
527,622,271.18,in-store,2019-01-01 08:46:00
528,195,819.7,online,2019-01-01 08:47:00
529,915,456.03,in-store,2019-01-01 08:48:00
530,292,83.53,mobile,2019-01-01 08:49:00
531,602,786.24,online,2019-01-01 08:50:00
532,374,988.37,b2b,2019-01-01 08:51:00
533,868,952.05,in-store,2019-01-01 08:52:00
534,321,710.44,b2b,2019-01-01 08:53:00
535,246,901.94,mobile,2019-01-01 08:54:00
536,544,220.4,online,2019-01-01 08:55:00
537,252,454.32,online,2019-01-01 08:56:00
538,757,650.24,in-store,2019-01-01 08:57:00
539,679,410.4,mobile,2019-01-01 08:58:00
540,74,481.54,online,2019-01-01 08:59:00
541,242,988.67,online,2019-01-01 09:00:00
542,745,691.75,in-store,2019-01-01 09:01:00
543,471,307.44,mobile,2019-01-01 09:02:00
544,336,785.17,b2b,2019-01-01 09:03:00
545,977,475.58,online,2019-01-01 09:04:00
546,974,10.42,online,2019-01-01 09:05:00
547,905,344.42,in-store,2019-01-01 09:06:00
548,657,303.36,in-store,2019-01-01 09:07:00
549,7,502.15,b2b,2019-01-01 09:08:00
550,339,883.68,in-store,2019-01-01 09:09:00
551,222,68.09,b2b,2019-01-01 09:10:00
552,362,826.19,online,2019-01-01 09:11:00
553,638,272.76,online,2019-01-01 09:12:00
554,885,108.62,b2b,2019-01-01 09:13:00
555,911,783.9,online,2019-01-01 09:14:00
556,511,97.59,b2b,2019-01-01 09:15:00
557,199,20.57,b2b,2019-01-01 09:16:00
558,637,542.28,online,2019-01-01 09:17:00
559,380,546.3,online,2019-01-01 09:18:00
560,218,772.22,online,2019-01-01 09:19:00
561,301,836.31,in-store,2019-01-01 09:20:00
562,364,743.01,mobile,2019-01-01 09:21:00
563,189,215.9,online,2019-01-01 09:22:00
564,401,441.59,online,2019-01-01 09:23:00
565,236,306.5,in-store,2019-01-01 09:24:00
566,758,688.17,in-store,2019-01-01 09:25:00
567,881,111.48,online,2019-01-01 09:26:00
568,443,646.2,online,2019-01-01 09:27:00
569,663,937.42,b2b,2019-01-01 09:28:00
570,333,686.52,mobile,2019-01-01 09:29:00
571,462,589.78,in-store,2019-01-01 09:30:00
572,530,835.69,b2b,2019-01-01 09:31:00
573,734,499.91,online,2019-01-01 09:32:00
574,465,666.92,online,2019-01-01 09:33:00
575,327,285.17,online,2019-01-01 09:34:00
576,954,483.27,in-store,2019-01-01 09:35:00
